EVENT_ID,Parish/County,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,event_datetime_local,event_datetime_utc,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,EPISODE_ID,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,CITY/CITIES,STREET(S),Latitude,Longitude,Bayou/Creek/Stream Name,severity_category,severity_weight
924977,EAST BATON ROUGE,MILLERVILLE,2020-10-09,00:29,2020-10-09T00:29:00-05:00,2020-10-09T05:29:00+00:00,Flash Flood,0,0,$0,$0,,153600,0,0,Emergency Manager,Heavy Rain / Tropical System,0.14,ENE,0.73,S,FOREST OAKS,2020-10-09,1:29,30.4509,-91.0278,30.4616,-91.031,"High water made portions of Ponderosa, Brightview and Birmingham Streets impassable.","Delta first developed into a tropical depression in the Caribbean just south of Jamaica on the afternoon of October 4th. As it tracked across the western Caribbean, it rapidly intensified into a Category 4 hurricane. In fact, intensifying from tropical depression to Category strength in 40 hours is the fastest rate of intensification of any storm on record in the Atlantic Basin. Delta quickly weakened to a category 1 hurricane after making its first landfall on the Yucatan Peninsula. It gradually recurved north towards the Louisiana coastline, fluctuating in intensity between Category 2 and 3. Hurricane Delta ultimately arrived with an intensity of 105 mph, a strong category 2 storm. Local impacts include 50 to 70 MPH wind gusts across the area, storm surge of 2 to 3 feet above ground and widespread tree and structural damage. There were 6 injuries. In addition, outer bands of Delta produced a significant amount of rainfall on the north side of Baton Rouge Metro. Upwards of 5 to 10 inches of rain fell, causing street flooding in Baton Rouge and moderate river flooding in the region. Delta caused approximately $100 million worth of damage across southeast Louisiana. ||It made landfall around 5 pm east of Cameron LA or about 15 miles east of where Category 4 Hurricane Laura made landfall just a couple of months earlier this year. Delta became the 4th named storm to make landfall in Louisiana this hurricane season.",,,30.4509,-91.0278,,serious,3
924978,EAST BATON ROUGE,COMITE,2020-10-09,19:27,2020-10-09T19:27:00-05:00,2020-10-10T00:27:00+00:00,Flash Flood,0,0,$0,$0,,153600,0,0,Fire Department/Rescue,Heavy Rain / Tropical System,0.94,WNW,1.1,WNW,COMITE,2020-10-09,20:27,30.5051,-91.0446,30.5034,-91.0418,"Heavy rain from Delta caused the Comite River to rise into moderate flood stage. The river rose across Greenwell Springs road near Cherryl Drive, causing it to be closed.","Delta first developed into a tropical depression in the Caribbean just south of Jamaica on the afternoon of October 4th. As it tracked across the western Caribbean, it rapidly intensified into a Category 4 hurricane. In fact, intensifying from tropical depression to Category strength in 40 hours is the fastest rate of intensification of any storm on record in the Atlantic Basin. Delta quickly weakened to a category 1 hurricane after making its first landfall on the Yucatan Peninsula. It gradually recurved north towards the Louisiana coastline, fluctuating in intensity between Category 2 and 3. Hurricane Delta ultimately arrived with an intensity of 105 mph, a strong category 2 storm. Local impacts include 50 to 70 MPH wind gusts across the area, storm surge of 2 to 3 feet above ground and widespread tree and structural damage. There were 6 injuries. In addition, outer bands of Delta produced a significant amount of rainfall on the north side of Baton Rouge Metro. Upwards of 5 to 10 inches of rain fell, causing street flooding in Baton Rouge and moderate river flooding in the region. Delta caused approximately $100 million worth of damage across southeast Louisiana. ||It made landfall around 5 pm east of Cameron LA or about 15 miles east of where Category 4 Hurricane Laura made landfall just a couple of months earlier this year. Delta became the 4th named storm to make landfall in Louisiana this hurricane season.",,,30.5051,-91.0446,,moderate,2
924769,EAST BATON ROUGE,MARYLAND,2020-10-09,00:25,2020-10-09T00:25:00-05:00,2020-10-09T05:25:00+00:00,Flash Flood,0,0,$0,$0,,153600,0,0,Emergency Manager,Heavy Rain / Tropical System,1.12,WSW,0.34,WNW,NORTH BATON ROUGE,2020-10-09,1:25,30.5442,-91.1976,30.5266,-91.1931,High water made the Interstate 110 entrance ramp at Scenic Highway impassable.,"Delta first developed into a tropical depression in the Caribbean just south of Jamaica on the afternoon of October 4th. As it tracked across the western Caribbean, it rapidly intensified into a Category 4 hurricane. In fact, intensifying from tropical depression to Category strength in 40 hours is the fastest rate of intensification of any storm on record in the Atlantic Basin. Delta quickly weakened to a category 1 hurricane after making its first landfall on the Yucatan Peninsula. It gradually recurved north towards the Louisiana coastline, fluctuating in intensity between Category 2 and 3. Hurricane Delta ultimately arrived with an intensity of 105 mph, a strong category 2 storm. Local impacts include 50 to 70 MPH wind gusts across the area, storm surge of 2 to 3 feet above ground and widespread tree and structural damage. There were 6 injuries. In addition, outer bands of Delta produced a significant amount of rainfall on the north side of Baton Rouge Metro. Upwards of 5 to 10 inches of rain fell, causing street flooding in Baton Rouge and moderate river flooding in the region. Delta caused approximately $100 million worth of damage across southeast Louisiana. ||It made landfall around 5 pm east of Cameron LA or about 15 miles east of where Category 4 Hurricane Laura made landfall just a couple of months earlier this year. Delta became the 4th named storm to make landfall in Louisiana this hurricane season.",,,30.5442,-91.1976,,serious,3
944504,EAST FELICIANA,CLINTON,2021-02-11,08:00,2021-02-11T08:00:00-06:00,2021-02-11T14:00:00+00:00,Flash Flood,0,0,$0,$0,,156401,0,0,Public,Heavy Rain,1.23,E,1.83,ENE,CLINTON,2021-02-11,10:00,30.867,-91.0096,30.8715,-91.0255,Several streets in Clinton were flooded and impassable due to 6.47 inches of rain.,A cold front slowly tracked across the region on the morning of the 11th. The slow movement of the cold front in combination with abundant moisture in place allowed for training of heavy rainfall. Over 6 inches of rain fell in a short time period which resulted in flash flooding.,,,30.867,-91.0096,,serious,3
949949,TERREBONNE,HOUMA,2021-03-23,19:31,2021-03-23T19:31:00-05:00,2021-03-24T00:31:00+00:00,Flash Flood,0,0,$0,$0,,157150,0,0,Emergency Manager,Heavy Rain,1.51,SSE,0.67,NW,PRESQUE ISLE,2021-03-23,19:31,29.58,-90.71,29.5788,-90.657,Rainfall totals of 6-7 estimated. Multiple structures with water in the buildings and multiple roads with water across them at this time.,"During the daytime hours on March 23rd through March 24th, a deep west coast trough helped to deliver progressive yet strong southwesterly upper-level to mid-level moist flow across the northern Gulf coast. At the surface, a complex of strong to severe thunderstorms approached the area from the west, quickly advancing east causing widespread severe thunderstorms and areas of flash flooding. Another round of thunderstorms developed during the day on March 24th.",,,29.58,-90.71,,minor,1
949948,ORLEANS,VIEUX CARRE,2021-03-23,13:00,2021-03-23T13:00:00-05:00,2021-03-23T18:00:00+00:00,Flash Flood,0,0,$0,$0,,157150,0,0,Emergency Manager,Heavy Rain,0.98,N,1.12,NE,VIEUX CARRE,2021-03-23,13:00,29.9841,-90.0781,29.9781,-90.0673,"Numerous streets flooded and some impassible. Flooding reported in the following areas of New Orleans: dauphine/iberville, chippewa/third, tchoupitoulas/louisiana, charters/homer, paris/gentilly, haynes/downman, oak/carrollton, poydras/camp, carrollton/maple, carrollton/hampson.","During the daytime hours on March 23rd through March 24th, a deep west coast trough helped to deliver progressive yet strong southwesterly upper-level to mid-level moist flow across the northern Gulf coast. At the surface, a complex of strong to severe thunderstorms approached the area from the west, quickly advancing east causing widespread severe thunderstorms and areas of flash flooding. Another round of thunderstorms developed during the day on March 24th.",,,29.9841,-90.0781,,minor,1
953891,JEFFERSON,KENNER,2021-04-08,03:32,2021-04-08T03:32:00-05:00,2021-04-08T08:32:00+00:00,Flash Flood,0,0,$0,$0,,157810,0,0,Fire Department/Rescue,Heavy Rain,0.57,S,0.39,W,BRIDGE CITY,2021-04-08,3:32,29.9718,-90.2304,29.9682,-90.2327,Southeast Search and Rescue reported water over 2 feet deep on Sofia Street in River Ridge.,"A strong cold front swept through the region on the 8th of April. Ample moisture in place combined with strong lift along the frontal boundary set the stage for several severe storms producing damaging winds, some flash flooding and a brief tornado.",,,29.9718,-90.2304,,severe,6
953892,JEFFERSON,(MSY)MOISANT FLD NEW,2021-04-08,03:12,2021-04-08T03:12:00-05:00,2021-04-08T08:12:00+00:00,Flash Flood,0,0,$0,$0,,157810,0,0,Emergency Manager,Heavy Rain,2.4,N,2.32,N,(MSY)MOISANT FLD NEW,2021-04-08,3:12,30.0343,-90.2557,30.0312,-90.2557,Kenner emergency management relayed a report from police that the intersection of Chateau and Vintage was impassable.,"A strong cold front swept through the region on the 8th of April. Ample moisture in place combined with strong lift along the frontal boundary set the stage for several severe storms producing damaging winds, some flash flooding and a brief tornado.",,,30.0343,-90.2557,,serious,3
954037,PEARL RIVER,NICHOLSON,2021-04-10,05:30,2021-04-10T05:30:00-05:00,2021-04-10T10:30:00+00:00,Flash Flood,0,0,$0,$0,,157811,0,0,Broadcast Media,Heavy Rain,0.29,NNW,1.35,SSW,NICHOLSON,2021-04-10,5:30,30.484,-89.7016,30.4766,-89.7018,Broadcast media reported impassable roads due to heavy rain in a 5 block area of Nicholson near Picayune.,"A stalled frontal boundary became the focus of a line of strong to severe thunderstorms across the area. This line was long-lived and produced dozens of reports of wind damage, flash flooding and even multiple house fires caused by lightning.",,,30.484,-89.7016,,serious,3
954087,ST. CHARLES,BOUTTE,2021-04-13,13:10,2021-04-13T13:10:00-05:00,2021-04-13T18:10:00+00:00,Flash Flood,0,0,$0,$0,,157843,0,0,Emergency Manager,Heavy Rain,0.96,WNW,1.17,WNW,BOUTTE,2021-04-13,13:10,29.9041,-90.3954,29.9022,-90.3864,Alexander Street was impassable due to heavy rainfall.,"A wake low developed on the backside of a cluster of showers and thunderstorms racing south across southeast Louisiana. This drastically enhanced downdraft winds, producing long duration winds around tropical storm strength across the area with peak gusts as strong as a weak hurricane.",,,29.9041,-90.3954,,serious,3
954089,ST. CHARLES,LULING,2021-04-13,13:15,2021-04-13T13:15:00-05:00,2021-04-13T18:15:00+00:00,Flash Flood,0,0,$0,$0,,157843,0,0,Public,Heavy Rain,1.2,W,0.78,ESE,LULING ARPT,2021-04-13,13:15,29.93,-90.37,29.9245,-90.3752,Milling Avenue between Post Drive and Hall Drive in Lulling was impassable due to heavy rainfall.,"A wake low developed on the backside of a cluster of showers and thunderstorms racing south across southeast Louisiana. This drastically enhanced downdraft winds, producing long duration winds around tropical storm strength across the area with peak gusts as strong as a weak hurricane.",,,29.93,-90.37,,serious,3
954088,ST. CHARLES,DESTREHAN,2021-04-13,13:10,2021-04-13T13:10:00-05:00,2021-04-13T18:10:00+00:00,Flash Flood,0,0,$0,$0,,157843,0,0,Emergency Manager,Heavy Rain,0.0,N,0.45,SSW,DESTREHAN,2021-04-13,13:10,29.97,-90.38,29.965,-90.3821,Ormond Village Drive in Destrahan was impassable due to heavy rainfall.,"A wake low developed on the backside of a cluster of showers and thunderstorms racing south across southeast Louisiana. This drastically enhanced downdraft winds, producing long duration winds around tropical storm strength across the area with peak gusts as strong as a weak hurricane.",,,29.97,-90.38,,serious,3
954323,ST. TAMMANY,MANDEVILLE,2021-04-15,05:59,2021-04-15T05:59:00-05:00,2021-04-15T10:59:00+00:00,Flash Flood,0,0,"$50,000",$0,,157879,0,0,Public,Heavy Rain,1.17,E,1.25,E,MANDEVILLE,2021-04-15,5:59,30.3633,-90.0707,30.3627,-90.0713,Heavy rainfall lead to flash flooding and a home taking on water in Old Mandeville.,A line of thunderstorms moving along a stalled frontal boundary draped across the coastal waters produced localized flash flooding and hail.,,,30.3633,-90.0707,,minor,1
954327,JACKSON,GAUTIER,2021-04-15,10:52,2021-04-15T10:52:00-05:00,2021-04-15T15:52:00+00:00,Flash Flood,0,0,$0,$0,,157880,0,0,Public,Heavy Rain,0.0,N,1.92,NW,HILDA,2021-04-15,10:52,30.38,-88.62,30.3828,-88.6725,Heavy rain lead to several impassable roadways from Gautier to Moss Point.,A line of thunderstorms moving along a stalled frontal boundary draped across the coastal waters produced heavy rainfall resulting in flash flooding.,,,30.38,-88.62,,serious,3
954325,HANCOCK,KILN,2021-04-15,09:40,2021-04-15T09:40:00-05:00,2021-04-15T14:40:00+00:00,Flash Flood,0,0,$0,$0,,157880,0,0,Emergency Manager,Heavy Rain,0.0,N,1.3,SSE,KILN,2021-04-15,9:40,30.42,-89.43,30.4115,-89.4258,Heavy rainfall lead to a few roads near Kiln to become impassable.,A line of thunderstorms moving along a stalled frontal boundary draped across the coastal waters produced heavy rainfall resulting in flash flooding.,,,30.42,-89.43,,serious,3
954326,HARRISON,LYMAN,2021-04-15,10:00,2021-04-15T10:00:00-05:00,2021-04-15T15:00:00+00:00,Flash Flood,0,0,$0,$0,,157880,0,0,Broadcast Media,Heavy Rain,3.0,S,1.14,WNW,LANDON,2021-04-15,10:00,30.4566,-89.12,30.4592,-89.1325,Broadcast media reported road closures between Landon Road and Robinson Road in Lyman due to water covered roadways.,A line of thunderstorms moving along a stalled frontal boundary draped across the coastal waters produced heavy rainfall resulting in flash flooding.,,,30.4566,-89.12,,minor,1
954335,WILKINSON,LESSLEY,2021-04-24,02:00,2021-04-24T02:00:00-05:00,2021-04-24T07:00:00+00:00,Flash Flood,0,0,"$500,000",$0,,157882,0,0,Emergency Manager,Heavy Rain,4.93,W,5.36,WSW,LESSLEY,2021-04-24,2:00,31.1583,-91.5022,31.1595,-91.4637,Wilkinson County EMA reported 9 houses and  mobile homes flooded as Percy Creek rose above its embankment. Trapped residents had to be rescued.,A line of severe thunderstorms associated with a strong cold front moving through the area produced widespread wind damage across the region.,,,31.1583,-91.5022,,severe,6
960511,ORLEANS,VIEUX CARRE,2021-05-05,07:30,2021-05-05T07:30:00-05:00,2021-05-05T12:30:00+00:00,Flash Flood,0,0,$0,$0,,158886,0,0,Public,Heavy Rain,2.81,NW,2.19,NNW,VIEUX CARRE,2021-05-05,7:30,29.9964,-90.1157,30.0198,-90.1139,Report of street flooding in the Lakeview area of New Orleans due to heavy rain.,"In the early morning hours on May 5th 2021, a cold front and associated band of showers and storms pushed across portions of southeastern Louisiana. This cluster of storms would eventually slow down as the cold front stalled across the northern Gulf leading to flash flooding across a few locations of southeastern Louisiana.",,,29.9964,-90.1157,,minor,1
960510,ST. TAMMANY,CHINCHUBA,2021-05-05,07:30,2021-05-05T07:30:00-05:00,2021-05-05T12:30:00+00:00,Flash Flood,0,0,$0,$0,,158886,0,0,Broadcast Media,Heavy Rain,2.11,ESE,2.13,ESE,CHINCHUBA,2021-05-05,7:30,30.3844,-90.0496,30.3844,-90.0322,Report of water covered roads at Viola Street in Mandeville due to flash flooding from heavy rainfall.,"In the early morning hours on May 5th 2021, a cold front and associated band of showers and storms pushed across portions of southeastern Louisiana. This cluster of storms would eventually slow down as the cold front stalled across the northern Gulf leading to flash flooding across a few locations of southeastern Louisiana.",,,30.3844,-90.0496,,minor,1
960506,ORLEANS,NEW ORLEANS,2021-05-10,02:20,2021-05-10T02:20:00-05:00,2021-05-10T07:20:00+00:00,Flash Flood,0,0,$0,$0,,158883,0,0,County Official,Heavy Rain,2.53,NNW,2.34,NW,VIEUX CARRE,2021-05-10,2:20,29.9812,-90.1221,30.0023,-90.1214,Several underpasses closed due to flooding in the city of New Orleans after 1.5 inches of rain in 30 minutes.,"In the early morning hours on May 10th, 2021, slow moving thunderstorms from a stalled frontal boundary delivered flash flooding to portions of the southshore of southeastern Louisiana.",,,29.9812,-90.1221,,moderate,2
960507,JEFFERSON,METAIRIE,2021-05-10,02:54,2021-05-10T02:54:00-05:00,2021-05-10T07:54:00+00:00,Flash Flood,0,0,$0,$0,,158883,0,0,Emergency Manager,Heavy Rain,3.32,NNE,1.48,NNW,METAIRIE,2021-05-10,2:54,30.0218,-90.1225,30.0224,-90.1698,"Numerous streets flooded in the Metairie area, with several vehicles stalled.","In the early morning hours on May 10th, 2021, slow moving thunderstorms from a stalled frontal boundary delivered flash flooding to portions of the southshore of southeastern Louisiana.",,,30.0218,-90.1225,,moderate,2
960538,ASCENSION,GEISMAR,2021-05-17,20:04,2021-05-17T20:04:00-05:00,2021-05-18T01:04:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,0.34,SSE,0.35,SE,GEISMAR,2021-05-17,21:04,30.1954,-91.018,30.1971,-91.0154,Highway 75 closed at Waterloo Drive due to high water across the road.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.1954,-91.018,,moderate,2
960546,IBERVILLE,ST GABRIEL,2021-05-17,20:52,2021-05-17T20:52:00-05:00,2021-05-18T01:52:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Social Media,Heavy Rain,0.75,NE,0.69,NE,ST GABRIEL,2021-05-17,21:52,30.2581,-91.0916,30.2582,-91.088,Magnolia Drive and Plantation Drive in St. Gabriel impassable due to high water.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.2581,-91.0916,,serious,3
960540,ASCENSION,DUTCH TOWN,2021-05-17,20:09,2021-05-17T20:09:00-05:00,2021-05-18T01:09:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,1.9,NW,1.82,NNW,DUTCH TOWN,2021-05-17,21:09,30.2728,-90.9977,30.2727,-90.9953,Bluff road at C Braud Road closed due to high water across the road.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.2728,-90.9977,,moderate,2
960529,EAST BATON ROUGE,ARLINGTON,2021-05-17,21:20,2021-05-17T21:20:00-05:00,2021-05-18T02:20:00+00:00,Flash Flood,0,0,"$5,000",$0,,158892,0,0,Emergency Manager,Heavy Rain,2.59,NNE,2.75,NNE,ARLINGTON,2021-05-17,22:20,30.3617,-91.077,30.3557,-91.0808,Report of St. George Fire Department conducting a high water rescue from a home in St. George.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.3617,-91.077,,severe,6
960533,EAST BATON ROUGE,FOREMAN,2021-05-17,20:07,2021-05-17T20:07:00-05:00,2021-05-18T01:07:00+00:00,Flash Flood,0,0,"$3,000",$0,,158892,0,0,Social Media,Heavy Rain,2.12,W,2.46,WSW,FOREMAN,2021-05-17,21:07,30.3646,-91.055,30.3625,-91.0477,Report of water in a home near the intersection of Perkins Road and Pecue Lane.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.3646,-91.055,,minor,1
960531,EAST BATON ROUGE,ESSEN,2021-05-17,19:48,2021-05-17T19:48:00-05:00,2021-05-18T00:48:00+00:00,Flash Flood,0,0,"$1,000",$0,,158892,0,0,Broadcast Media,Heavy Rain,1.55,S,1.5,S,ESSEN,2021-05-17,20:48,30.3778,-91.0965,30.3767,-91.0977,Report of water entering the WVLA NBC Local 33 studio on Bluebonnet and Highway 427.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.3778,-91.0965,,minor,1
960541,EAST BATON ROUGE,WOODLAWN,2021-05-17,20:10,2021-05-17T20:10:00-05:00,2021-05-18T01:10:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Public,Heavy Rain,1.15,NNW,1.11,SSW,JONES CREEK,2021-05-17,21:10,30.3956,-91.027,30.4044,-91.0257,Tennyson Drive reported impassable with water starting to approach a couple of homes.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.3956,-91.027,,serious,3
960548,ASCENSION,HOPE VILLA,2021-05-17,20:55,2021-05-17T20:55:00-05:00,2021-05-18T01:55:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Social Media,Heavy Rain,3.83,NNW,3.88,NNW,HOPE VILLA,2021-05-17,21:55,30.4027,-90.9998,30.404,-91.0103,Chadsford Avenue impassable due to high water.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4027,-90.9998,,serious,3
960530,EAST BATON ROUGE,INNISWOLD,2021-05-17,19:22,2021-05-17T19:22:00-05:00,2021-05-18T00:22:00+00:00,Flash Flood,0,0,"$3,000",$0,,158892,0,0,Public,Heavy Rain,0.71,SSE,0.87,WNW,NESSER,2021-05-17,20:22,30.4103,-91.0661,30.4031,-91.0665,Report of water entering at least one home near Jefferson and Airline highways.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4103,-91.0661,,minor,1
960544,EAST BATON ROUGE,ESSEN,2021-05-17,20:49,2021-05-17T20:49:00-05:00,2021-05-18T01:49:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Public,Heavy Rain,1.03,N,1.12,ESE,MAGNOLIA WOODS,2021-05-17,21:49,30.4149,-91.099,30.4155,-91.1041,"Scholar Drive impassable due to water covering roads, blocking access to Bonaire Subdivision.","In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4149,-91.099,,serious,3
960532,EAST BATON ROUGE,WESTMINSTER,2021-05-17,20:00,2021-05-17T20:00:00-05:00,2021-05-18T01:00:00+00:00,Flash Flood,1,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,0.78,SSW,0.43,WSW,INNISWOLD,2021-05-17,21:00,30.419,-91.0831,30.4159,-91.0866,An underpass quickly flooded which resulted in one fatality in a car. Time estimated.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.419,-91.0831,,catastrophic,10
960547,EAST BATON ROUGE,MILLERVILLE,2021-05-17,20:54,2021-05-17T20:54:00-05:00,2021-05-18T01:54:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Social Media,Heavy Rain,1.27,ESE,0.63,ESE,MILLERVILLE,2021-05-17,21:54,30.4408,-91.0116,30.4436,-90.9999,Streets impassable due to high water in O'Neal Place Subdivision off O'Neal Lane. Water approaching some homes.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4408,-91.0116,,serious,3
960542,WEST BATON ROUGE,KABUS,2021-05-17,20:45,2021-05-17T20:45:00-05:00,2021-05-18T01:45:00+00:00,Flash Flood,1,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,1.26,SSW,1.07,WSW,CINCLARE,2021-05-17,21:45,30.4631,-91.2581,30.4437,-91.2543,A vehicle crashed into a flooded canal leading to one fatality. One other remains missing.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4631,-91.2581,,catastrophic,10
960557,ORLEANS,NEW ORLEANS,2021-05-18,04:50,2021-05-18T04:50:00-05:00,2021-05-18T09:50:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Broadcast Media,Heavy Rain,2.15,W,1.43,WSW,NEW ORLEANS,2021-05-18,5:50,29.9458,-90.1356,29.9319,-90.1359,"Report of several streets impassable in across portions of New Orleans, mostly in the Uptown Area.","In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,29.9458,-90.1356,,serious,3
960553,ST. CHARLES,HAHNVILLE,2021-05-18,02:30,2021-05-18T02:30:00-05:00,2021-05-18T07:30:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,0.0,N,0.74,ESE,HAHNVILLE,2021-05-18,3:30,29.95,-90.45,29.941,-90.4331,Numerous roads reported impassable in the Hahnville area.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,29.95,-90.45,,serious,3
960555,ST. CHARLES,DUFRESNE,2021-05-18,03:37,2021-05-18T03:37:00-05:00,2021-05-18T08:37:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,0.62,WNW,0.64,SE,DESTREHAN,2021-05-18,4:37,29.9537,-90.3895,29.969,-90.3788,Numerous roads reported impassable in the Destrahan area.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,29.9537,-90.3895,,serious,3
960554,ST. CHARLES,NORCO,2021-05-18,02:30,2021-05-18T02:30:00-05:00,2021-05-18T07:30:00+00:00,Flash Flood,0,0,$0,$0,,158892,0,0,Emergency Manager,Heavy Rain,0.75,NW,1.51,W,NORCO,2021-05-18,3:30,30.009,-90.427,29.9987,-90.4325,Numerous roads reported impassable in the Norco area.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.009,-90.427,,serious,3
960559,EAST BATON ROUGE,UNIVERSITY,2021-05-18,05:30,2021-05-18T05:30:00-05:00,2021-05-18T10:30:00+00:00,Flash Flood,0,0,"$100,000",$0,,158892,0,0,Fire Department/Rescue,Heavy Rain,1.18,W,4.99,ESE,JONES CREEK,2021-05-18,6:30,30.4197,-91.1998,30.4141,-91.0006,Numerous vehicles underwater across the southern part of East Baton Rouge parish from earlier flash flooding from heavy rain.,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",,,30.4197,-91.1998,,minor,1
